Rb.;"Naziv tijela";OIB;Adresa;"Br. pošte";Grad;Telefon;Fax;Www;E-mail;"Ime i prezime službenika";"Tel. službenika";"E-mail. službenika";Osnivač;"Pravni status";Djelatnost;"Zadnja izmjena"
5247;"Vatrogasna zajednica Grada Slavonskog Broda";15760640883;"Kaje Adžića b.b.";35000;"Slavonski Brod";"(+385 35) 446 093";"(+385 35) 446 125";;jvpg-sb@sb.t-com.hr;"Ivan Vuleta";"(+385 99) 2165 707";jvpgsb@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:42"
5248;"Vatrogasna zajednica Grada Solina";85217770306;"Solinske mladeži b.b.";21210;Solin;"(+385 21) 210 370";"(+385 21) 210 370";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:38"
5249;"Vatrogasna zajednica Grada Splita";14383783416;"Hercegovačka 18b";21000;Split;"(+385 21) 383 758";"(+385 21) 383 757";www.vzgs.hr;ured.vzgs@gmail.com;"Milan Barbarić";"(+385 21) 383 758";milan.barbaric@vzgs.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:32"
5250;"Vatrogasna zajednica Grada Sveta Nedelja";26418263214;"Trg Ante Starčevića 5";10431;"Sveta Nedelja";;"(+385 1) 3325 381";www.vzgsvn.hr;vzgsvetanedelja1@gmail.com;"Petra Hus Novak";"(+385 1) 3323 008";tajnik@vzgsvn.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:27"
5251;"Vatrogasna zajednica Grada Sveti Ivan Zelina";98492628997;"Bocakova 11";10380;"Sveti Ivan Zelina";"(+385 1) 2060 930";"(+385 1) 2060 930";www.vzg-zelina.hr;kontakt@vzg-zelina.hr;"Tomislav Kolarić";"(+385 99) 7383 117";kontakt@vzg-zelina.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:20"
5252;"Vatrogasna zajednica Grada Valpovo i Općine Petrijevci";05769260295;"Matije Gupca 50";31550;Valpovo;"(+385 31) 497 708";;;vz.valpovo@optinet.hr;"Goran Dorić";"(+385 91) 2651 252";gorandoric1@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:13"
5253;"Vatrogasna zajednica Grada Varaždinske Toplice";69119237545;"Kralja Tomislava 10";42223;"Varaždinske Toplice";"(+385 42) 637 205; (+385 91) 1814 400";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:48:08"
5254;"Vatrogasna zajednica Grada Velika Gorica";50222228283;"Zagrebačka 3";10410;"Velika Gorica";"(+385 1) 6219 985";"(+385 1) 6219 985";www.vzgvg.hr;vzgvg@zg.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:58"
5255;"Vatrogasna zajednica Grada Vinkovaca";91699206773;"Trg bana Josipa Šokčevića 14";32100;Vinkovci;"(+385 98) 9140 590; (+385 32) 331 880";;;vzg.vinkovci@gmail.com;"Vesna Karlić";"(+385 32) 331 880";vzg.vinkovci@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:52"
5256;"Vatrogasna zajednica Grada Virovitice";11041583107;"Vinkovačka cesta 14";33000;Virovitica;"(+385 33) 722 970";;www.vzg-vtc.hr;juvp.vtc@gmail.com;"Ivan Majtanić";"(+385 99) 8451 414";majtanic.ivan@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:48"
5257;"Vatrogasna zajednica Grada Vrbovec";41181899167;"Stjepana Radića 18";10340;Vrbovec;"(+385 1) 2791 308";"(+385 1) 2793 093";;vzg.vrbovec@gmail.com;"Ines Gregurić";"(+385 91) 2793 093";ines.greguric@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:42"
5258;"Vatrogasna zajednica Grada Vrbovsko";26387116835;"Ivana Gorana Kovačića 18";51326;Vrbovsko;"(+385 51) 875 253";"(+385 51) 876 366";;dvd.vrbovsko@ri.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:37"
5259;"Vatrogasna zajednica Grada Vukovara";67053442424;"Trg Matije Gupca 2";32000;Vukovar;"(+385 32) 417 442; (+385 98) 9363 081";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:33"
5260;"Vatrogasna zajednica Grada Zaboka";86606128482;"Trg Dragutina Domjanića 1";49210;Zabok;"(+385 49) 221 393";"(+385 49) 221 393";;v.z.g.zabok@kr.t-com.hr;"Dražen Sinković";"(+385 49) 221 393";v.z.g.zabok@kr.t-com.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:27"
5261;"Vatrogasna zajednica Grada Zadra";11683286378;"Put Murvice 24";23000;Zadar;"(+385 23) 300 956";"(+385 23) 300 962";www.vzg-zd.hr;pravna.sluzba@jvp-zadar.hr;"Marijana Ivanković";"(+385 23) 300 956";vzg-zd@vzg-zd.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:22"
5262;"Vatrogasna zajednica Grada Zagreba";11909496026;"Našička 14";10000;Zagreb;"(+385 1) 4628 720";"(+385 1) 4677 969";www.vzgz.hr;vzgz@vzgz.hr;"Damir Vlahović";"(+385 1) 4628 720";vzgz@vzgz.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:18"
5263;"Vatrogasna zajednica Grada Zaprešića";64806246070;"Nova ulica 10";10290;Zaprešić;"(+385 1) 3310 808";"(+385 1) 3310 808";;franjo.priscan@zg.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 09:47:02"
5264;"Vatrogasna zajednica Grada Zlatara";05319316185;"Zagrebačka 8a";49250;Zlatar;"(+385 49) 466 158";"(+385 49) 466 158";;vzg.zlatar@kr.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:43"
5265;"Vatrogasna zajednica Istarske županije";96941123283;"Stoja 2";52100;Pula;"(+385 52) 386 155";"(+385 52) 382 399";www.vziz.hr;vziz@vziz.hr;"Elena Delmonaco";"(+385 52) 386 155";vziz@vziz.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:38"
5266;"Vatrogasna zajednica Karlovačke županije";19082698313;"Gažanski trg 11";47000;Karlovac;"(+385 47) 600 644";"(+385 47) 611 044";www.vzkz.hr;info@193.vzkz.hr;"Ivana Marić";"(+385 91) 4793 100";tajnik@193.vzkz.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:30"
5267;"Vatrogasna zajednica Koprivničko-križevačke županije";05334496774;"Oružanska 1";48000;Koprivnica;"(+385 48) 220 309";"(+385 48) 674 609";www.vatrogasac.net;vzkckz@gmail.com;"Zvonimir Habijan";"(+385 48) 220 309";vzkckz@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:24"
5268;"Vatrogasna zajednica Krapinsko-zagorske županije";42839887388;"Trg Ljudevita Gaja 12/II";49000;Krapina;"(+385 49) 373 463";"(+385 49) 373 463";www.vzkzz.hr;vzkzz@vzkzz.hr;"Rajko Jutriša";"(+385 91) 1120 281";rajko.jutrisa@vzkzz.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:19"
5269;"Vatrogasna zajednica Ličko-senjske županije";14454175847;"Ćirila i Metoda 5";53220;Otočac;"(+385 53) 746 294";"(+385 53) 771 234";;vz-licko-senjska@gs.ht.hr;"Sanela Orešković";"(+385 99) 2775 860";vzzlickosenjske@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:14"
5270;"Vatrogasna zajednica Međimurske županije";08462146986;"Stjapana Radića 5";40000;Čakovec;"(+385 40) 390 922";"(+385 40) 390 923";;vatrogasna-zajednica-medjimurska@ck.t-com.hr;"Nikola Besedić";"(+385 40) 390 922";vatrogasna-zajednica-medjimurska@ck.t-com.hr;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:05:09"
5271;"Vatrogasna zajednica Našice";82859573915;"Braće Radić 26";31500;Našice;"(+385 31) 613 724";"(+385 31) 615 170";;vatrogasnazajednicanasice@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:57"
5272;"Vatrogasna zajednica općina Hlebine-Koprivnički Bregi";19623382084;"Trg sv. Roka 1";48324;"Koprivnički Bregi";"(+385 99) 2264 556";;;"solina.maja@gmail.com; vpintaric@gmail.com";"Dalibor Kezele";"(+385 98) 374 522";dalibor.kezele75@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:36"
5273;"Vatrogasna zajednica Općine Barilović";91490902509;"Barilović 91";47252;Barilović;"(+385 91) 4793 331";;;vzobarilovic@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:45"
5274;"Vatrogasna zajednica Općine Bebrina";28897276395;"Bebrina 83";35254;Bebrina;"(+385 35) 427 843";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:32"
5275;"Vatrogasna zajednica Općine Bedekovčina";35748209496;"Stjepana Radića 76b";49221;Bedekovčina;"(+385 49) 214 714";"(+385 49) 213 705";www.vzob.hr;dvdbedekovcina@gmail.com;"Željko Odak";"(+385 98) 981 583";zeljkoodak@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:27"
5276;"Vatrogasna zajednica Općine Bedenica";79368697427;"Bedenica 112";10281;Bedenica;"(+385 98) 496 395";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:17"
5277;"Vatrogasna zajednica Općine Bednja";25283996076;"Trakošćanska 18";42253;Bednja;"(+385 42) 771 650";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:12"
5278;"Vatrogasna zajednica Općine Berek";60079584824;"Berek b.b.";43232;Berek;"(+385 43) 525 005";"(+385 43) 548 030";www.berek.hr;berek@opcina.tcloud.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:04:03"
5279;"Vatrogasna zajednica Općine Bilje";76099326994;"Hrvatskih branitelja 5";31327;Bilje;"(+385 31) 750 693";"(+385 31) 327 032";www.vzo.bilje.net;vzo.bilje@gmail.com;"Pavo Nikolić";"(+385 91) 1750 104";vzo.bilje@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:56"
5280;"Vatrogasna zajednica Općine Bizovac";27076299244;"Kralja Tomislava 214";31222;Bizovac;"(+385 31) 675 193";"(+385 31) 675 193";;vzo.bizovac@gmail.com;"Stjepan Sršić";"(+385 99) 2144 477";s.srsic@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:51"
5281;"Vatrogasna zajednica Općine Brckovljani";01446032953;"Zagrebačka 29, Gračec";10370;"Dugo Selo";"(+385 1) 2753 888";"(+385 1) 2753 888";;vatrogasci@brckovljani.info;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:41"
5282;"Vatrogasna zajednica Općine Brdovec";97772002273;"Zagrebačka 46";10292;Šenkovec;"(+385 1) 3353 010";"(+385 1) 3394 359";;vzo.brdovec@gmail.com;"Glorija Vidušin";"(+385 99) 8066 005";vzo.brdovec@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:36"
5283;"Vatrogasna zajednica Općine Breznica";08863243550;"Bisag 22/I";42226;Bisag;;;;vzo.breznica@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:29"
5284;"Vatrogasna zajednica Općine Breznički Hum";44180958436;"Breznički Hum b.b.";42225;"Breznički Hum";;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:03:24"
5285;"Vatrogasna zajednica Općine Brodski Stupnik";14386418592;"Stjepana Radića 57";35253;"Brodski Stupnik";"(+385 35) 369 050";"(+385 35) 369 050";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:19:17"
5286;"Vatrogasna zajednica Općine Cerna";68344577368;"Šetalište dr. Franje Tuđmana 1";32272;Cerna;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:19:13"
5287;"Vatrogasna zajednica Općine Cernik";32688569319;"Frankopanska 14";35404;Cernik;"(+385 35) 347 333";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:19:08"
5288;"Vatrogasna zajednica Općine Cestica";76578179207;"Dravska 1a";42208;Cestica;"(+385 91) 1239 055";;www.cestica.hr;darko@cestica.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:19:01"
5289;"Vatrogasna zajednica Općine Crnac";03819874202;"Braće Radić 15";33507;Crnac;"(+385 99) 4748 111";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:53"
5290;"Vatrogasna zajednica Općine Čađavica";24022496488;"Kolodvorska b.b.";33523;Čađavica;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:48"
5291;"Vatrogasna zajednica Općine Davor";83642395371;"Trg Matije Antuna Reljkovića b.b.";35425;Davor;"(+385 35) 423 746";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:43"
5292;"Vatrogasna zajednica Općine Dežanovac";84961499115;"Donji Sređani 71";43506;Dežanovac;"(+385 43) 329 212";"(+385 43) 381 201";www.dezanovac.hr;slavkonehvatal@gmail.com;"Slavko Nehvatal";"(+385 98) 9603 665";slavkonehvatal@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:37"
5293;"Vatrogasna zajednica Općine Draganići";46272203324;"Draganići 10";47201;Draganić;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:30"
5294;"Vatrogasna zajednica Općine Drenovci";84526683404;"Vladimira Nazora 6";32257;Drenovci;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:24"
5295;"Vatrogasna zajednica Općine Dubrava";24535871884;"Radnička 2";10342;Dubrava;"(+385 1) 272 6411";"(+385 1) 2726 411";;vzodubrava@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:18:17"
5296;"Vatrogasna zajednica Općine Dubravica";61651443591;"Pavla Štoosa 3";10293;Dubravica;"(+385 1) 3390 694";"(+385 1) 3390 694";;vzodubravica@hi.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:45"
5297;"Vatrogasna zajednica Općine Dubrovačko Primorje";73700888196;"Radojčići 1";20232;Slano;"(+385 20) 871 005";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:33"
5298;"Vatrogasna zajednica Općine Đelekovec-Drnje";56128228844;;48322;Drnje;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:28"
5299;"Vatrogasna zajednica Općine Đulovac";52790570369;"Đurina 132";43532;Đulovac;"(+385 98) 564 215";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:23"
5300;"Vatrogasna zajednica Općine Đurđenovac";08668822150;"Kralja Zvonimira 10";31511;Đurđenovac;"(+385 31) 608 014";"(+385 31) 602 031";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:18"
5301;"Vatrogasna zajednica Općine Farkaševac";79438112442;"Farkaševac 43";10342;Dubrava;"(+385 95) 9020 408";;;vz.opcinafarkasevac@gmail.com;"Duško Švec";"(+385 95) 9020 408";vz.opcinafarkasevac@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:13"
5302;"Vatrogasna zajednica Općine Ferdinandovac";04449977203;"Trg Slobode 28";48356;Ferdinandovac;"(+385 48) 210 007";"(+385 48) 817 200";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:08"
5303;"Vatrogasna zajednica Općine Fužine";22905724653;"Dr. Franje Račkog 26";51322;Fužine;"(+385 51) 835 433";"(+385 51) 835 370";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:04"
5304;"Vatrogasna zajednica Općine Garčin";96871334784;"Kralja Tomislava 88";35212;Garčin;"(+385 35) 369 050";"(+385 35) 369 050";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:15:00"
5305;"Vatrogasna zajednica Općine Generalski stol";95173999229;"Generalski Stol 32";47262;"Generalski Stol";"(+385 47) 861 007";"(+385 47) 861 007";;dvd.generalski.stol@ka.t-com.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:50:21"
5306;"Vatrogasna zajednica Općine Gola";77514651848;"Augusta Šenoe 12";48331;Gola;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:50:16"
5307;"Vatrogasna zajednica Općine Gornja Rijeka";76986710453;"Trg Sidonije Rubido Erdödy 3";48268;"Gornja Rijeka";"(+385 48) 855 204";;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:50:11"
5308;"Vatrogasna zajednica Općine Gornja Stubica";76350827151;"Matije Gupca 8";49245;"Gornja Stubica";"(+385 49) 289 934";"(+385 49) 289 934";;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:50:06"
5309;"Vatrogasna zajednica Općine Gornji Kneginec";06882586232;"Trg dr. Franje Tuđmana 2c";42204;Turčin;;;;vzo.kneginec@gmail.com;"Marko Cvek";"(+385 91) 9413 493";markocvek9@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:59"
5310;"Vatrogasna zajednica Općine Gradec";09659691242;"Gradec 134";10345;Gradec;"(+385 1) 2790 707";"(+385 1) 2790 709";;vzogradec134@gmail.com;"Danijela Horvatić";"(+385 92) 1695 330";vzogradec134@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:52"
5311;"Vatrogasna zajednica Općine Gradina";65769304113;"Trg hrvatskih branitelja 1";33411;Gradina;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:48"
5312;"Vatrogasna zajednica Općine Hercegovac";57713903374;"Vladimira Nazora 5";43284;Hercegovac;"(+385 43) 524 603; (+385 91) 1780 420";;;ivkoren@net.hr;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:42"
5313;"Vatrogasna zajednica Općine Hum na Sutli";91982029131;"Hum na Sutli 175";49231;"Hum na Sutli";"(+385 49) 382 382";"(+385 49) 341 107";www.vzohs.hr;vzo@vzohs.hr;"Dušan Stuhne";"(+385 99) 7746 833";dusan.stuhne@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:31"
5314;"Vatrogasna zajednica Općine Jakovlje";59854551017;"Dvorska 1/a";10297;Jakovlje;"(+385 1) 3351 202";"(+385 1) 3351 202";;vzojakovlje@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:27"
5315;"Vatrogasna zajednica Općine Jalžabet";44087890024;"Trg braće Radić b.b.";42203;Jalžabet;"(+385 42) 647 522";;;vzo.jalzabet@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:22"
5316;"Vatrogasna zajednica Općine Jasenovac";63984645385;"Trg kralja Petra Svačića 19";44324;Jasenovac;"(+385 44) 672 005";"(+385 44) 672 005";;vzo.jasenovac@gmail.com;"Radmila Šimičić";"(+385 44) 672 005";vzo.jasenovac@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:17"
5317;"Vatrogasna zajednica Općine Kalinovac";76841594016;"Stjepana Radića b.b.";48361;Kalinovac;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:11"
5318;"Vatrogasna zajednica Općine Kalnik";42771698661;"Trg Stjepana Radića 5";48267;Orehovec;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:07"
5319;"Vatrogasna zajednica Općine Kamanje";53574986625;"Kamanje 105";47282;Kamanje;;;;;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:49:01"
5320;"Vatrogasna zajednica Općine Kapela";98279485119;"Bilogorska 90";43203;Kapela;"(+385 43) 325 021";"(+385 43) 325 012";;vzokapela@gmail.com;"Božidar Altus";"(+385 43) 269 019";altus.bozidar@gmail.com;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:48:56"
5321;"Vatrogasna zajednica Općine Klinča Sela";82327766231;"Karlovačka 4";10450;Jastrebarsko;"(+385 91) 5207 646";;;vzo.klinca.sela@gmail.com;;;;"Javnopravno tijelo ili tijelo s prenesenim javnim ovlastima";Udruge;"Javni red i sigurnost";"2022-02-18 10:48:51"
